OverallQual,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,GarageCars,GarageArea,YrSold,ExterQual_TA,ExterQual_TA,ExterQual_TA,ExterQual_TA,BsmtQual_Ex,KitchenQual_Ex,Neighborhood_NoRidge,GarageType_Attchd,BsmtExposure_Gd,KitchenQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Gd,ExterQual_Fa,ExterQual_Fa,ExterQual_Fa,ExterQual_Fa,BldgType_1Fam,Neighborhood_NridgHt,BsmtQual_Gd,ExterQual_Ex,ExterQual_Ex,ExterQual_Ex,ExterQual_Ex,BsmtExposure_No
7,2004,2005,24,1860,1836,0,1836,0,2,0,3,8,2,484,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
8,2003,2003,1416,1650,1690,1589,3279,1,3,1,4,12,3,841,2010,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False
5,1982,1982,685,858,858,0,858,1,1,0,2,5,2,576,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
4,1951,1951,836,836,1220,0,1220,0,1,0,2,6,2,396,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1976,1976,422,1029,1117,0,1117,1,1,0,3,6,2,672,2010,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1958,1958,456,912,912,0,912,0,1,0,2,5,1,275,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2006,2006,0,1935,1973,0,1973,0,2,0,3,9,3,895,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,False
6,1998,1998,866,1204,1204,0,1204,1,2,0,2,5,2,412,2009,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7,2005,2006,20,1614,1614,0,1614,0,2,0,3,7,3,865,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
5,1974,1974,762,864,894,0,894,1,1,0,3,5,2,440,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1977,1977,0,0,2020,0,2020,0,2,0,4,10,2,630,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,1977,1977,975,975,1004,0,1004,1,1,0,2,4,2,504,2006,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7,1995,1996,0,1237,1253,0,1253,0,2,0,3,6,2,402,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1992,1992,387,761,810,793,1603,0,2,1,3,7,2,484,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,2001,2002,0,1413,1430,0,1430,0,2,0,3,6,2,605,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1978,1978,1097,1097,1110,0,1110,1,1,0,1,4,2,602,2009,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6,1914,2001,0,742,742,742,1484,0,2,0,3,9,0,0,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1967,1967,251,1372,1342,0,1342,0,2,0,3,7,2,457,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1915,1950,686,686,966,686,1652,1,2,0,4,7,1,416,2010,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2004,2004,656,956,956,1128,2084,1,2,1,4,8,2,618,2010,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
4,1954,2000,0,901,901,0,901,0,1,0,2,4,1,281,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1966,2007,568,832,976,1111,2087,0,2,1,5,9,2,444,2007,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,2005,2006,16,1145,1145,0,1145,0,2,0,2,5,2,397,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
6,1976,1976,539,1029,1062,0,1062,1,1,0,3,5,2,539,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
7,1996,1997,862,1117,1127,886,2013,1,2,1,3,8,2,455,2007,False,False,False,False,False,False,True,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
8,2007,2007,0,1496,1496,0,1496,0,2,0,3,7,2,474,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
7,1994,1996,0,712,1086,809,1895,0,2,1,3,7,2,409,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1980,1981,0,650,888,676,1564,0,2,1,3,7,2,476,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1977,1977,0,660,1285,0,1285,0,1,1,3,7,2,528,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1953,1953,570,773,773,0,773,0,1,0,2,4,1,240,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
9,2008,2009,0,1926,1966,1174,3140,0,3,1,4,11,3,820,2009,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,True
5,1937,1950,569,731,981,787,1768,1,1,1,3,7,1,240,2007,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1997,1997,462,616,616,1072,1688,1,2,1,4,8,2,603,2008,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
4,1916,1990,197,1196,1196,0,1196,1,1,0,2,5,2,440,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2005,2005,648,728,728,728,1456,1,2,1,3,7,2,410,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
9,2008,2009,0,1734,1734,1088,2822,0,3,1,4,12,3,1020,2009,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False
5,1954,1954,812,936,1128,0,1128,0,1,0,2,5,1,286,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2008,2008,0,1417,1428,0,1428,0,2,0,3,6,2,554,2008,False,False,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1967,1967,400,980,980,0,980,0,2,0,3,6,1,384,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1923,2004,1309,1324,1072,504,1576,2,1,1,3,6,2,528,2009,True,True,True,True,False,False,False,True,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1966,1966,516,1024,1086,0,1086,1,1,0,3,6,2,484,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1898,1965,0,849,1075,1063,2138,0,2,0,2,11,2,360,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1974,1999,663,1040,1309,0,1309,1,1,1,3,5,2,484,2006,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,2004,2004,662,848,848,0,848,1,1,0,1,4,2,420,2008,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
5,1952,1952,0,540,1044,0,1044,0,1,0,2,4,2,504,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False
6,1958,1958,608,1442,1442,0,1442,0,1,1,4,7,1,301,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1918,1950,0,686,686,564,1250,0,1,1,3,7,1,280,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1998,1998,0,1649,1661,0,1661,0,2,0,3,6,2,598,2010,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1954,1954,486,1008,1008,0,1008,0,1,0,2,4,1,275,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2002,2002,1218,1568,1689,0,1689,1,2,0,3,7,3,857,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1971,1971,504,1010,1052,0,1052,1,1,0,3,6,2,440,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,2009,2010,733,1358,1358,0,1358,1,2,0,2,6,2,484,2010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,True,True,False,False,False,False,False
7,2003,2003,0,798,798,842,1640,0,2,1,3,6,2,595,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
4,1953,1953,0,936,936,0,936,0,1,0,2,4,2,576,2009,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True
7,2003,2003,0,847,847,886,1733,0,2,1,3,7,2,433,2007,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,1940,1950,0,778,944,545,1489,0,2,0,3,7,1,240,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2006,2006,0,1489,1489,0,1489,0,2,0,3,7,2,776,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
10,2007,2008,1636,2078,2084,0,2084,1,2,0,2,7,3,1220,2008,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False
5,1924,1950,784,784,784,0,784,1,1,0,2,5,0,0,2008,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2001,2001,20,1454,1434,0,1434,0,2,0,3,6,2,527,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1967,1967,249,1013,1160,966,2126,0,2,1,3,7,2,538,2009,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,2005,2005,0,600,520,623,1223,0,2,1,2,4,2,480,2006,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,True
6,1957,1957,1040,1392,1392,0,1392,1,1,1,3,6,2,458,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2005,2005,0,600,520,600,1200,0,2,1,2,4,2,480,2006,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
7,2003,2003,483,941,941,888,1829,1,2,1,3,7,2,613,2010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
6,1964,1964,196,1516,1516,0,1516,0,1,1,3,6,2,472,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1961,1961,572,1144,1144,0,1144,1,1,0,3,6,2,456,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,1950,1995,442,1067,1067,0,1067,0,2,0,2,4,2,436,2010,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1948,1973,338,1559,1559,0,1559,1,1,0,2,5,2,812,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1973,1973,330,483,483,504,987,1,1,1,2,5,1,264,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1995,2006,0,1099,1099,0,1099,0,1,1,3,6,1,352,2008,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1946,1995,352,768,768,432,1200,0,1,0,3,6,1,240,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1925,1950,156,672,810,672,1482,0,2,0,4,7,1,400,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1904,2002,0,650,958,581,1539,0,2,0,3,8,2,686,2008,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1966,1966,312,1127,1165,0,1165,1,1,1,3,6,2,490,2008,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1961,1961,0,1800,1800,0,1800,0,2,0,6,10,0,0,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1915,1950,0,876,876,540,1416,0,1,1,4,7,3,720,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1975,1981,1390,1390,1701,0,1701,1,2,0,3,6,2,611,2007,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
7,1993,1993,513,740,1006,769,1775,1,2,1,3,7,2,425,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1972,1972,460,864,864,0,864,1,1,0,3,5,1,338,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,1908,1997,0,907,1307,1051,2358,0,3,0,5,10,2,360,2008,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1976,1994,0,528,1094,761,1855,0,2,1,3,7,2,512,2007,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
6,2003,2003,659,848,848,0,848,1,1,0,1,3,2,420,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
8,2003,2003,0,1273,1456,0,1456,0,2,0,2,7,2,400,2006,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
7,1941,1950,364,918,918,728,1646,0,2,0,4,7,1,240,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1964,1964,564,1127,1445,0,1445,0,1,1,3,7,2,645,2009,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1955,1974,306,1763,1779,0,1779,1,1,1,3,6,2,454,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1962,2010,659,1040,1040,0,1040,1,1,1,3,6,1,260,2010,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1978,1978,505,940,1026,0,1026,1,1,0,3,5,2,576,2008,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6,1994,1995,0,702,702,779,1481,0,2,1,3,6,2,343,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
7,1976,1976,0,1090,1370,0,1370,0,2,0,3,6,2,479,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
6,1968,1984,619,1054,1512,1142,2654,1,2,1,4,9,2,619,2006,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,1918,1998,0,912,912,514,1426,0,1,1,3,7,1,216,2007,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
5,1965,1965,841,1039,1039,0,1039,1,1,1,3,6,2,504,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,1984,1985,338,1040,1097,0,1097,0,2,0,3,6,2,480,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1959,1959,1148,1148,1148,0,1148,1,1,0,3,6,1,672,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,2007,2008,0,1372,1372,0,1372,0,2,0,3,6,2,529,2008,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
5,1970,1970,828,1002,1002,0,1002,1,1,0,3,5,2,902,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2006,2007,0,1638,1646,0,1646,0,2,0,3,6,3,870,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
4,1961,1961,932,1040,1120,0,1120,1,1,1,3,5,2,544,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1948,1950,0,0,1547,720,2320,0,2,0,2,7,2,672,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1993,1994,750,1050,1062,887,1949,1,2,1,3,8,2,574,2010,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1962,1962,0,894,894,0,894,0,1,0,2,5,1,308,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1998,1998,505,804,804,878,1682,0,2,1,3,7,2,523,2010,True,True,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
5,1953,1996,0,105,910,0,910,0,1,0,3,5,2,414,2008,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
5,1949,1950,375,832,1036,0,1268,0,1,0,3,6,1,288,2009,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
5,1941,1950,0,676,676,455,1131,0,1,1,3,5,1,200,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2007,2007,64,1184,1184,1426,2610,0,2,1,4,11,2,550,2007,False,False,False,False,False,True,False,False,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
4,1963,1963,633,1064,1040,0,1040,1,1,0,3,5,2,648,2007,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
9,2004,2005,1170,1462,1462,762,2224,1,2,1,4,10,3,738,2009,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,False,False,False,True,True,False,False,False,False,False,True
5,1961,1995,899,1109,1155,0,1155,1,1,0,3,6,2,576,2010,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
5,1978,2005,646,864,864,0,864,1,1,0,3,6,1,336,2009,False,False,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
5,2005,2006,980,1090,1090,0,1090,1,1,1,2,5,2,450,2007,True,True,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1990,1991,902,1156,1187,530,1717,0,2,1,3,7,2,400,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,False
6,1992,1993,0,808,808,785,1593,0,2,1,3,7,2,389,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True
4,1912,1950,0,795,954,795,2230,1,1,0,5,10,1,440,2006,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,True
5,1967,1967,432,892,892,0,892,0,1,0,3,5,1,288,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
9,1999,2000,1238,1698,1709,0,1709,1,2,0,2,5,2,506,2008,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False
5,1959,2005,528,1626,1712,0,1712,0,2,0,4,8,2,588,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1955,1955,0,816,872,521,1393,0,1,1,3,8,1,300,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,1970,1970,351,2217,2217,0,2217,1,2,0,4,8,2,621,2007,False,False,False,False,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
6,1953,1953,1024,1505,1505,0,1505,1,1,0,2,6,2,505,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1949,2006,0,672,672,252,924,0,1,0,3,6,2,576,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6,1978,1978,226,918,918,765,1683,0,2,1,3,7,2,440,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
6,1963,2003,663,1059,1068,0,1068,0,1,0,3,6,1,264,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1954,1954,1064,1383,1383,0,1383,1,1,0,3,6,1,354,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5,1979,1979,0,0,1535,0,1535,0,2,0,4,8,2,400,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,1963,1963,400,780,983,813,1796,1,1,1,4,8,2,483,2008,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,1936,1950,285,951,951,0,951,0,1,0,2,6,1,327,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1979,1979,0,0,1120,1120,2240,0,2,0,6,12,2,528,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
9,2009,2010,2188,2330,2364,0,2364,1,2,1,2,11,3,820,2010,False,False,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False
5,1961,1994,465,912,1236,0,1236,0,1,0,3,6,1,288,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
4,1971,1971,322,858,858,0,858,0,1,0,2,4,1,684,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1957,2000,860,992,1306,0,1306,1,1,0,2,5,1,756,2009,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
7,2003,2003,0,783,807,702,1509,0,2,1,3,8,2,393,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,2006,2006,0,1670,1670,0,1670,0,2,0,3,7,3,690,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1967,1967,599,876,902,0,902,0,1,0,3,6,1,288,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1954,1954,354,1056,1063,0,1063,1,1,0,3,6,1,280,2010,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
8,2006,2006,63,1623,1636,0,1636,1,2,0,3,8,3,865,2007,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
7,1936,1987,223,1017,1020,1037,2057,0,1,1,3,6,1,180,2006,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1983,1983,301,864,902,0,902,1,1,0,2,5,2,484,2006,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
6,2005,2005,0,742,742,742,1484,0,2,1,3,8,2,390,2009,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,False,True
5,1960,1960,443,1105,1105,1169,2274,0,2,0,5,12,2,480,2010,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
5,1977,1989,196,1268,1268,0,1268,0,1,1,3,5,1,252,2009,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
5,1925,1950,489,768,1015,0,1015,0,1,0,3,6,1,450,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
5,1949,1950,284,1001,1001,1001,2002,0,2,0,4,8,3,871,2007,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
6,2009,2009,294,612,612,612,1224,0,2,1,2,4,2,528,2009,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False
4,1970,1970,0,546,546,546,1092,0,1,1,3,6,1,286,2007,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2,1949,1950,50,480,480,0,480,1,0,0,1,4,1,308,2006,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
4,1956,1956,1059,1134,1229,0,1229,0,1,0,3,6,1,284,2009,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
7,1991,1991,48,1104,912,1215,2127,1,2,1,4,8,3,833,2007,False,False,False,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False
6,1958,2002,528,1184,1414,0,1414,1,1,0,3,6,2,601,2008,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,True
